Geneid	Geneid	19_4_WT_SN_1_	20_4_WT_SN_1_	26_4_WT_SN_1_	18_4_SN_1_	19_4_WT_ON_	20_4_WT_ON_	18_4_ON_	26_4_WT_ON_	SPF_8w_F_2	SPF_8w_F_5	SPF_8w_F_4	SPF_8w_F_3	SPF_8w_F_1
Sike1	Sike1	620	581	842	573	871	800	685	795	516	728	862	899	713
Csde1	Csde1	6682	6332	7369	5971	7087	6957	6609	5368	1615	3577	3420	4124	3826
Nras	Nras	1752	1831	1563	1537	2227	2035	1883	1681	961	1766	1584	1598	1428
Gm43062	Gm43062	2	5	2	17	1	3	0	2	0	0	0	1	2
Ampd1	Ampd1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23820	Gm23820	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43063	Gm43063	0	0	1	0	10	1	0	1	12	6	1	2	0
Dennd2c	Dennd2c	99	243	215	80	194	419	198	52	390	648	1016	1358	828
Bcas2	Bcas2	1217	1112	829	903	1392	1343	1407	1297	1196	2540	1490	1759	1736
Gm27024	Gm27024	0	0	0	0	0	0	0	0	0	1	0	0	0
2410024N13Rik	2410024N13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43060	Gm43060	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim33	Trim33	129	284	158	195	126	244	102	134	283	499	246	261	361
Gm43061	Gm43061	5	0	0	1	2	0	13	2	19	24	6	11	16
Gm25009	Gm25009	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25869	Gm25869	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25199	Gm25199	0	0	0	2	0	0	0	0	0	0	0	0	0
Syt6	Syt6	1	0	0	1	8	42	54	60	24	2	5	0	89
Gm43066	Gm43066	0	0	0	1	0	0	0	0	0	0	0	0	0
Atg4a-ps	Atg4a-ps	2	2	0	3	2	4	1	0	0	2	1	0	1
Gm25325	Gm25325	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15986	Gm15986	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfml3	Olfml3	968	434	565	870	51853	45876	45797	46120	34668	109345	97228	113981	107044
Gm10964	Gm10964	3	0	0	0	1	1	7	4	0	0	2	4	9
Hipk1	Hipk1	402	467	414	376	591	425	617	566	628	1539	526	1054	786
Gm43149	Gm43149	0	2	0	0	0	0	0	0	6	0	3	0	0
Gm15886	Gm15886	0	0	0	4	0	0	0	0	1	0	2	0	2
Gm43387	Gm43387	9	0	0	0	0	0	0	0	3	25	0	4	0
Dclre1b	Dclre1b	174	208	95	97	179	102	137	97	235	339	480	459	516
Gm15471	Gm15471	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap4b1	Ap4b1	39	14	25	42	59	67	16	18	66	131	132	90	130
Gm43064	Gm43064	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l15	Bcl2l15	0	24	2	0	0	0	2	0	0	0	0	0	0
Ptpn22	Ptpn22	490	898	626	885	113	126	41	73	38	166	64	135	5
Gm15472	Gm15472	0	17	6	0	0	0	0	0	0	0	0	0	1
Gm43065	Gm43065	22	15	11	0	0	0	0	0	0	0	0	0	0
Gm15602	Gm15602	6	0	0	0	0	0	0	1	0	0	0	0	0
Rsbn1	Rsbn1	100	155	170	96	217	163	86	147	852	1013	576	749	530
Phtf1os	Phtf1os	8	20	1	1	42	47	13	20	48	215	68	84	31
Phtf1	Phtf1	92	132	164	122	241	358	426	284	122	122	481	358	278
Magi3	Magi3	49	125	35	107	142	140	129	179	152	179	248	265	244
Gm42696	Gm42696	0	3	0	0	21	24	4	0	13	0	0	0	7
9530097N15Rik	9530097N15Rik	0	0	0	1	0	0	0	0	7	0	0	0	0
Gm23830	Gm23830	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42700	Gm42700	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42699	Gm42699	0	2	0	0	0	0	0	0	14	0	0	0	0
Gm17956	Gm17956	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42702	Gm42702	4	3	0	11	2	5	1	0	20	4	0	0	28
Gm42701	Gm42701	0	9	1	0	0	11	0	0	44	7	0	0	15
Gm43258	Gm43258	3	0	5	0	0	0	0	0	2	0	1	0	2
C030032O16Rik	C030032O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43259	Gm43259	0	0	1	0	0	0	5	0	26	8	2	0	0
Gm43260	Gm43260	0	0	1	10	0	0	0	2	3	0	0	1	0
Gm43256	Gm43256	2	0	11	0	0	0	0	0	6	0	10	12	4
Gm23077	Gm23077	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm5546	Gm5546	0	0	0	2	0	0	0	0	0	0	0	0	0
Lrig2	Lrig2	212	217	163	264	157	332	275	610	338	971	945	1861	1092
Gm43257	Gm43257	0	0	0	1	0	0	0	0	0	10	1	3	0
Gm9273	Gm9273	0	0	0	1	0	0	0	0	0	4	6	2	0
Gm43696	Gm43696	80	120	59	13	127	57	4	21	284	415	142	141	108
A530041M06Rik	A530041M06Rik	19	68	21	31	60	35	77	56	162	303	87	126	151
4930509H03Rik	4930509H03Rik	1	23	7	3	19	16	7	0	2	32	14	5	8
Gm26091	Gm26091	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43582	Gm43582	0	0	0	1	4	2	5	0	36	24	9	6	7
Slc16a1	Slc16a1	975	839	1042	930	1395	1540	1305	1389	266	948	1227	1427	1376
Gm43581	Gm43581	4	6	7	0	0	0	0	0	0	2	0	1	0
Gm43585	Gm43585	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm29561	Gm29561	0	0	0	0	0	0	4	0	14	0	0	0	0
Gm29560	Gm29560	0	0	0	0	0	2	1	2	13	0	0	2	1
Gm24223	Gm24223	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29572	Gm29572	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6485	Gm6485	7	14	7	12	22	16	26	14	3	4	0	2	1
Gm43584	Gm43584	12	8	3	8	12	12	16	19	3	3	1	3	0
Fam19a3	Fam19a3	1	0	0	0	0	0	0	0	3	1	11	0	1
Ppm1j	Ppm1j	11	0	3	1	1	0	14	0	10	1	7	21	18
Rhoc	Rhoc	1426	1384	1602	1863	1328	1161	1286	736	203	643	386	340	349
Mov10	Mov10	131	52	127	263	101	209	132	176	160	468	323	336	470
Capza1	Capza1	689	720	956	746	909	937	966	723	366	721	915	1290	1032
Gm42658	Gm42658	0	0	1	0	0	0	1	6	31	6	8	2	18
Gm42659	Gm42659	50	47	79	50	118	109	9	59	453	630	56	131	105
St7l	St7l	528	504	439	519	972	655	718	657	520	911	1180	1506	1333
Gm4525	Gm4525	1	0	1	1	0	0	0	2	2	0	0	0	1
Wnt2b	Wnt2b	4	0	0	4	0	6	0	6	1	0	0	7	9
Gm43846	Gm43846	1	0	0	0	0	0	0	0	8	5	0	0	0
Gm42956	Gm42956	0	2	3	0	3	4	3	0	1	1	0	4	0
Cttnbp2nl	Cttnbp2nl	1571	1726	2091	1550	1403	2469	1737	2058	5393	14016	15975	20273	16328
4930564D02Rik	4930564D02Rik	0	0	1	0	0	0	0	0	0	0	0	0	0
Kcnd3os	Kcnd3os	0	0	0	0	9	0	0	0	0	0	0	0	0
Kcnd3	Kcnd3	0	0	0	0	0	30	0	0	1	1	0	0	2
Gm43847	Gm43847	0	0	0	0	0	0	0	0	0	0	1	0	0
Ddx20	Ddx20	366	211	422	263	370	190	376	263	352	895	733	1051	970
Fam212b	Fam212b	3	0	8	42	3	1	2	0	15	0	7	1	13
Gm43848	Gm43848	10	56	24	18	17	25	24	7	93	114	13	39	34
Rap1a	Rap1a	1927	2272	1825	2053	1890	1752	1520	1321	976	2229	1551	1891	1849
Gm43328	Gm43328	0	2	9	3	15	9	0	3	12	28	3	7	11
Gm43329	Gm43329	22	2	30	27	37	0	24	4	258	206	28	50	9
Gm43330	Gm43330	0	0	4	0	4	1	0	0	39	13	0	6	7
Gm43331	Gm43331	6	38	39	24	68	14	5	22	36	94	41	44	46
Gm5547	Gm5547	100	136	79	121	109	161	150	58	24	51	3	23	7
Adora3	Adora3	9	3	0	1	398	302	361	329	1543	3353	2079	2784	2569
Tmigd3	Tmigd3	13	1	0	5	19	22	26	23	43	60	17	44	27
I830077J02Rik	I830077J02Rik	141	164	175	179	1611	1809	1828	1781	1138	1221	1870	2294	2283
Atp5f1	Atp5f1	2414	2559	2022	2641	3542	3079	3233	2121	1695	3196	2357	2799	2514
Wdr77	Wdr77	445	330	224	254	437	476	342	434	335	734	480	639	729
Gm42890	Gm42890	0	0	0	0	0	0	0	0	10	1	0	0	0
Ovgp1	Ovgp1	0	0	0	0	0	0	0	0	10	0	2	0	0
Pifo	Pifo	0	0	0	1	0	7	13	0	26	0	0	5	0
Gm42722	Gm42722	3	10	0	3	1	2	5	4	16	1	0	1	0
Gm42721	Gm42721	0	0	0	0	0	0	0	4	5	16	10	0	0
Chil5	Chil5	0	4	0	0	0	0	1	0	0	0	0	4	0
Gm4540	Gm4540	5	6	5	10	9	12	4	15	7	15	6	10	5
Gm9504	Gm9504	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm4248	Gm4248	0	0	2	0	0	0	0	0	0	0	0	0	0
Chia1	Chia1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil3	Chil3	0	0	0	0	0	0	0	0	0	1	0	137	0
Gm43709	Gm43709	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil4	Chil4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6522	Gm6522	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43212	Gm43212	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil6	Chil6	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38244	Gm38244	0	2	0	2	0	0	0	0	0	0	0	0	8
2010016I18Rik	2010016I18Rik	5	8	14	6	0	0	1	0	13	0	23	2	0
Dennd2d	Dennd2d	70	44	62	137	0	18	58	40	17	28	40	10	16
Cept1	Cept1	2934	1997	2368	2754	3464	2830	2844	2613	1406	4255	3925	4765	4588
Dram2	Dram2	2605	2501	2405	2644	3597	3077	3114	2656	2277	5846	4684	5538	5599
Gm43070	Gm43070	0	0	0	0	0	0	0	0	0	0	1	1	0
Gm43071	Gm43071	8	24	15	2	7	3	13	16	21	21	13	16	7
Gm38271	Gm38271	0	1	0	0	0	0	0	0	0	0	0	0	0
Lrif1	Lrif1	194	165	277	319	387	431	282	318	437	886	855	840	653
Gm38253	Gm38253	0	0	0	0	0	0	0	4	21	22	0	1	0
Cd53	Cd53	26238	25411	26151	32463	43534	39042	37914	28336	17601	49884	51238	61671	57570
Olfr266	Olfr266	0	0	0	0	0	0	0	0	0	0	0	3	0
Gm35507	Gm35507	0	0	0	1	0	0	0	0	0	0	0	12	0
Gm27008	Gm27008	0	2	0	0	25	11	0	13	8	0	10	109	25
Kcna3	Kcna3	475	476	584	406	173	114	192	383	6	8	42	103	68
AI504432	AI504432	77	237	215	126	110	144	68	51	0	32	22	81	8
A930002I21Rik	A930002I21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna2	Kcna2	9	0	0	0	0	0	0	0	0	1	1	0	0
Kcna10	Kcna10	0	0	1	1	0	0	0	0	0	0	0	0	0
Cym	Cym	0	0	0	0	0	0	0	0	0	0	1	0	0
A630076J17Rik	A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Prok1	Prok1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamtor5	Lamtor5	714	904	667	809	862	758	675	568	553	1091	543	652	588
Slc16a4	Slc16a4	0	0	3	0	2	0	0	0	14	76	0	13	12
Rbm15	Rbm15	235	336	285	364	304	335	200	320	188	359	125	324	307
Gm5279	Gm5279	0	0	0	1	0	0	0	0	0	0	5	0	0
Gm24383	Gm24383	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnc4	Kcnc4	0	0	0	0	0	0	0	0	0	0	0	1	1
Slc6a17	Slc6a17	0	0	0	1	0	0	0	0	1	3	0	2	1
Ubl4b	Ubl4b	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx3	Alx3	0	0	0	0	0	0	0	0	0	0	0	0	0
Strip1	Strip1	553	271	440	380	585	683	670	378	725	1103	1274	1494	1494
Gm10961	Gm10961	1	0	0	2	2	7	0	4	0	6	0	1	0
Ahcyl1	Ahcyl1	970	807	1103	496	1444	1377	962	1311	359	887	1343	2165	1755
Csf1	Csf1	386	325	270	506	2374	2965	2684	2338	87	366	426	470	402
Gm43233	Gm43233	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36211	Gm36211	0	0	0	0	3	3	0	0	0	1	0	0	0
Gm5075	Gm5075	2	6	2	0	2	1	6	0	1	3	0	2	1
4930554G22Rik	4930554G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Eps8l3	Eps8l3	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm43745	Gm43745	0	0	0	0	0	0	0	0	0	0	0	0	0
4933431E20Rik	4933431E20Rik	2	0	10	0	0	17	21	15	1	1	0	10	0
Gstm5	Gstm5	328	298	273	440	860	548	781	544	248	331	287	520	448
Gm9515	Gm9515	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12489	Gm12489	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm7	Gstm7	16	18	20	0	14	0	30	12	33	0	24	11	31
Gstm6	Gstm6	0	0	0	17	0	0	0	0	0	0	0	0	0
Gm12494	Gm12494	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm3	Gstm3	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm12497	Gm12497	0	0	0	1	0	1	0	0	0	0	0	0	0
Gstm2	Gstm2	7	0	15	0	0	0	5	0	4	0	0	0	0
Gm43746	Gm43746	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm1	Gstm1	1612	1475	946	1257	183	203	210	122	30	46	62	120	118
Gm12498	Gm12498	0	0	0	4	0	0	0	0	0	0	0	0	0
Gm12502	Gm12502	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12499	Gm12499	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25592	Gm25592	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstm4	Gstm4	299	233	251	202	247	241	330	219	59	116	93	77	291
Ampd2	Ampd2	151	125	83	129	324	236	423	307	162	313	455	662	657
Gm12500	Gm12500	8	1	0	0	0	0	8	0	0	0	1	0	11
Gnat2	Gnat2	0	0	0	0	0	0	2	0	0	4	1	1	2
Gnai3	Gnai3	4219	4663	4630	4013	4963	4580	3948	3233	1225	3411	3809	4482	4149
Gpr61	Gpr61	0	0	0	6	0	0	0	0	0	1	0	0	0
Gm12524	Gm12524	0	0	0	0	0	0	0	0	0	1	0	0	0
Amigo1	Amigo1	167	53	150	134	8	9	119	16	45	128	246	186	120
Cyb561d1	Cyb561d1	212	35	87	108	273	369	249	445	208	534	582	999	728
Atxn7l2	Atxn7l2	15	34	35	50	41	119	13	89	57	159	197	121	86
Sypl2	Sypl2	0	0	0	0	39	0	0	0	0	0	0	0	0
Gm42754	Gm42754	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm12501	Gm12501	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010K24Rik	1700010K24Rik	0	0	0	0	0	0	0	0	2	4	3	4	5
Psma5	Psma5	626	594	455	688	652	618	635	399	452	917	555	676	537
Gm12523	Gm12523	0	0	0	0	0	0	1	1	6	5	5	1	1
Sort1	Sort1	19	12	120	61	1603	1369	1042	1497	1391	3838	5173	7359	6128
Gm43099	Gm43099	0	0	0	0	0	0	0	3	28	83	23	42	16
Gm12525	Gm12525	0	0	0	0	0	0	0	4	0	0	0	0	0
Mybphl	Mybphl	0	0	2	0	0	0	0	0	6	3	0	0	5
Gm12522	Gm12522	0	23	18	2	5	15	0	68	27	25	106	116	103
Psrc1	Psrc1	20	4	6	18	13	15	0	0	32	0	1	0	0
Celsr2	Celsr2	0	0	0	0	0	0	0	0	3	4	3	1	0
Sars	Sars	1203	814	849	651	2157	1976	1850	1611	910	2586	2670	2777	2795
Gm22942	Gm22942	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm43438	Gm43438	1	0	0	2	0	0	0	0	0	0	0	0	0
5330417C22Rik	5330417C22Rik	0	0	0	0	2	0	0	0	1	8	0	0	0
Gm23336	Gm23336	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37859	Gm37859	0	0	0	0	0	7	0	0	0	0	1	0	0
1700013F07Rik	1700013F07Rik	0	5	4	10	1	0	0	0	4	0	0	0	1
Scarna2	Scarna2	4	2	2	2	1	7	2	17	1	5	6	4	4
Gm43435	Gm43435	3	0	1	0	2	11	4	0	0	1	1	3	11
Tmem167b	Tmem167b	1096	775	1070	1048	1252	1450	1044	1313	264	773	1343	1271	1057
Gm22860	Gm22860	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf13	Taf13	512	825	562	592	1573	1318	1180	945	130	423	174	299	248
Wdr47	Wdr47	185	56	237	24	284	88	197	118	139	185	247	597	257
Gm12517	Gm12517	0	0	0	2	0	0	0	0	2	1	0	7	0
Clcc1	Clcc1	1256	975	1066	1076	1583	1611	1271	1153	1305	2244	2484	2772	2226
Gpsm2	Gpsm2	87	29	106	6	0	43	0	96	3	94	11	45	10
Gm27244	Gm27244	0	0	0	0	0	0	0	0	0	0	0	0	0
Aknad1	Aknad1	0	0	0	1	0	0	0	0	0	0	0	1	0
Stxbp3	Stxbp3	2112	1466	1583	2291	617	806	564	564	888	1373	1762	2341	1701
Fndc7	Fndc7	84	294	190	174	73	141	137	66	0	0	5	0	12
Gm43097	Gm43097	0	0	0	0	0	0	0	3	0	0	0	0	0
Prpf38b	Prpf38b	767	746	724	949	1356	835	722	767	4411	1924	1140	1477	1359
Henmt1	Henmt1	0	3	5	0	0	0	0	20	10	13	0	0	3
Gm9857	Gm9857	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam102b	Fam102b	962	1293	1343	1076	3580	3015	3257	4037	3753	7836	9255	11540	9697
Gm43221	Gm43221	17	22	21	0	0	18	0	44	152	332	270	194	212
Gm44384	Gm44384	0	1	0	0	0	0	0	0	0	11	0	0	0
4930408K08Rik	4930408K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a54	Slc25a54	0	0	0	2	0	16	0	0	0	0	0	0	0
Gm43223	Gm43223	3	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a24	Slc25a24	890	718	759	1130	0	42	1	33	0	0	1	0	0
Gm13865	Gm13865	0	0	0	0	0	0	0	0	0	0	0	0	0
Vav3	Vav3	898	1006	783	692	35	67	6	24	2	1	0	1	0
Ntng1	Ntng1	0	0	0	21	0	0	0	0	0	1	1	0	3
Gm25681	Gm25681	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm12535	Gm12535	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm42516	Gm42516	0	0	0	0	0	0	0	0	0	0	0	0	0
Prmt6	Prmt6	45	14	100	61	114	165	163	93	130	224	306	319	342
C130013H08Rik	C130013H08Rik	14	0	13	66	31	7	52	32	0	101	27	41	23
Gm43405	Gm43405	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19185	Gm19185	1	0	0	0	0	0	0	0	1	0	0	0	0
Gm43406	Gm43406	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26076	Gm26076	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43404	Gm43404	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43407	Gm43407	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9314	Gm9314	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm42905	Gm42905	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43854	Gm43854	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6602	Gm6602	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25519	Gm25519	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43853	Gm43853	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4859	Gm4859	0	3	3	0	0	1	0	1	0	3	0	0	2
Gm9317	Gm9317	0	0	0	3	0	0	0	0	0	0	1	0	0
Gm42526	Gm42526	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm43587	Gm43587	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp14b-ps1	Utp14b-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5548	Gm5548	0	1	0	1	1	0	0	1	0	1	3	2	1
Gm38395	Gm38395	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2b	Amy2b	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2-ps1	Amy2-ps1	0	0	0	3	0	0	0	0	0	0	0	0	0
Amy2a5	Amy2a5	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a4	Amy2a4	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a3	Amy2a3	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a2	Amy2a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy2a1	Amy2a1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	Amy1	0	0	0	0	0	0	0	0	2	1	1	0	0
Rnpc3	Rnpc3	514	480	474	756	811	1264	948	562	439	1079	567	669	738
Gm17954	Gm17954	0	0	0	0	0	0	0	0	24	0	0	0	5
Gm17775	Gm17775	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm18163	Gm18163	0	0	0	0	0	0	0	0	0	0	0	0	0
Col11a1	Col11a1	0	0	0	19	0	0	0	0	1	0	1	0	0
Gm43749	Gm43749	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23750	Gm23750	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19147	Gm19147	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm3	Olfm3	0	0	0	2	0	0	0	0	1	1	0	0	1
Gm18429	Gm18429	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22337	Gm22337	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25347	Gm25347	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43669	Gm43669	0	0	0	0	0	0	1	0	0	0	0	0	0
S1pr1	S1pr1	1266	1049	1301	975	475	445	521	435	813	3877	3413	3706	2790
Gm9889	Gm9889	2	0	10	33	11	1	0	0	0	0	0	3	0
A930005H10Rik	A930005H10Rik	91	72	89	92	67	47	69	49	333	285	127	191	152
Dph5	Dph5	428	523	448	516	679	678	670	588	683	874	520	587	814
Gm42687	Gm42687	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43107	Gm43107	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43108	Gm43108	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc30a7	Slc30a7	862	524	603	569	860	811	909	595	372	1466	1781	2493	1890
Gm43106	Gm43106	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6649	Gm6649	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669n	Mir669n	0	0	0	0	3	0	0	0	0	0	0	3	0
Extl2	Extl2	319	354	414	590	723	623	1186	385	190	689	657	990	884
Gm26344	Gm26344	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcam1	Vcam1	1700	1051	1775	1831	1866	1681	1556	902	48	177	267	224	512
Gm43109	Gm43109	2	6	1	0	0	2	3	1	0	0	0	0	0
5330425B07Rik	5330425B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26544	Gm26544	4	0	0	14	0	0	0	0	0	0	0	0	0
Gm43202	Gm43202	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr88	Gpr88	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc14a	Cdc14a	127	63	47	50	40	194	52	63	128	448	214	307	443
Gm29151	Gm29151	15	2	0	1	1	0	4	0	3	2	0	1	2
Gm22361	Gm22361	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26358	Gm26358	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtca	Rtca	282	235	220	190	348	374	305	259	186	464	418	534	548
Gm26530	Gm26530	0	1	0	1	1	4	7	1	1	4	0	15	17
Dbt	Dbt	417	274	173	228	338	413	169	253	264	461	505	697	333
Gm4596	Gm4596	1	2	0	2	0	1	2	1	0	0	2	1	0
Gm43651	Gm43651	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9761	Gm9761	11	7	6	10	9	8	6	6	2	2	4	7	9
Lrrc39	Lrrc39	2	47	0	0	123	69	124	77	94	134	208	220	176
Gm42940	Gm42940	0	0	0	0	6	0	20	0	22	0	11	8	9
Trmt13	Trmt13	66	113	46	117	273	266	105	278	262	511	232	222	242
Sass6	Sass6	210	108	196	122	111	102	67	98	104	220	224	221	298
Gm42893	Gm42893	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14a	Mfsd14a	1610	1698	1495	1672	941	1217	624	823	670	1481	2874	3436	2682
Gm42457	Gm42457	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43191	Gm43191	0	0	0	0	0	0	0	0	0	0	0	0	0
4930512P04Rik	4930512P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a3	Slc35a3	432	660	611	415	382	403	324	170	440	666	1130	1612	1117
Agl	Agl	92	70	178	41	118	270	111	314	339	380	284	435	318
Gm43520	Gm43520	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43521	Gm43521	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29736	Gm29736	1	0	0	0	0	0	0	1	1	0	0	0	1
Gm43542	Gm43542	0	0	0	3	0	0	0	0	0	0	0	0	0
Frrs1	Frrs1	674	524	476	545	1435	1542	1182	1135	1372	2505	1486	1798	2009
Palmd	Palmd	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm42892	Gm42892	0	0	0	1	0	0	0	0	0	0	0	0	0
4930455H04Rik	4930455H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9332	Gm9332	0	0	0	0	1	0	2	0	0	0	0	0	0
1700061I17Rik	1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18430	Gm18430	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9632	Gm9632	0	1	1	1	2	0	0	0	0	0	2	0	0
Gm19243	Gm19243	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42891	Gm42891	0	0	0	0	0	0	0	0	0	0	0	0	0
Plppr4	Plppr4	112	159	142	199	0	4	22	46	35	171	83	75	114
Gm22408	Gm22408	0	0	0	0	0	0	0	0	0	0	0	0	0
Plppr5	Plppr5	0	0	0	0	0	0	0	0	0	0	0	0	1
Snx7	Snx7	333	363	296	346	240	180	291	237	148	180	152	363	246
Gm24811	Gm24811	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4321	Gm4321	0	0	5	1	1	0	0	1	0	0	0	0	0
4921521D15Rik	4921521D15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26871	Gm26871	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir137	Mir137	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24155	Gm24155	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9916	Gm9916	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37773	Gm37773	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37928	Gm37928	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32444	Gm32444	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpyd	Dpyd	0	0	28	2	0	0	0	0	0	0	0	0	0
Gm43410	Gm43410	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23432	Gm23432	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4332	Gm4332	3	6	2	12	16	3	4	9	15	14	9	7	19
